ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
1003499,M,N,Y,0,88300.0,State servant,Secondary / secondary special,Married,With parents,-19240,-5530,1,1,0,0,Core staff,2
1003500,F,Y,N,2,59400.0,State servant,Secondary / secondary special,Civil marriage,With parents,-15644,-13297,1,0,0,0,Laborers,4
1003501,M,N,N,0,268800.0,State servant,Secondary / secondary special,Married,Rented apartment,-7917,-8896,1,0,0,0,Cleaning staff,2
1003502,F,N,N,0,104200.0,Working,Secondary / secondary special,Single / not married,With parents,-17829,-12869,1,0,0,0,Accountants,2
1003503,F,N,Y,2,125000.0,State servant,Lower secondary,Married,With parents,-17010,-5587,1,0,0,0,Accountants,3
1003504,M,N,N,0,124600.0,Working,Secondary / secondary special,Married,House / apartment,-11221,-11942,1,0,1,0,Sales staff,2
1003505,F,Y,N,2,230500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21519,-4203,1,0,0,0,Sales staff,4
1003506,F,N,N,0,350300.0,Working,Incomplete higher,Married,House / apartment,-8237,-13058,1,0,1,1,Other,2
1003507,F,Y,N,2,144300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20458,-1210,1,0,0,0,Cooking staff,4
1003508,F,N,Y,1,123200.0,Working,Secondary / secondary special,Married,House / apartment,-8914,-6401,1,0,0,0,Other,2
1003509,F,Y,Y,1,76000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14735,-763,1,0,1,0,Laborers,3
1003510,M,Y,Y,0,64700.0,Pensioner,Higher education,Civil marriage,House / apartment,-22994,365243,1,0,0,0,Other,1
1003511,M,N,Y,0,54900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10707,-13818,1,0,1,0,Laborers,2
1003512,M,N,N,2,89500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19392,-8467,1,0,1,0,Core staff,4
1003513,F,Y,N,0,46800.0,Working,Secondary / secondary special,Married,House / apartment,-22102,-3555,1,0,1,0,Cooking staff,2
1003514,F,N,N,0,228500.0,State servant,Higher education,Married,Rented apartment,-10954,-8474,1,1,0,0,Other,2
1003515,F,N,Y,1,164600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8564,-3667,1,0,0,0,Sales staff,3
1003516,F,Y,Y,0,117500.0,Working,Higher education,Married,House / apartment,-19583,-11026,1,0,0,0,Managers,1
1003517,M,N,Y,0,232000.0,Working,Secondary / secondary special,Married,House / apartment,-18821,-9910,1,0,0,0,Medicine staff,2
1003518,M,N,Y,0,78000.0,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,-20602,-318,1,0,1,0,Drivers,2
1003519,M,N,Y,0,88400.0,Working,Higher education,Married,Rented apartment,-11618,-8916,1,0,0,1,Core staff,2
1003520,M,Y,Y,2,50700.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-12945,-7722,1,0,1,0,Accountants,4
1003521,M,Y,Y,0,196300.0,Working,Secondary / secondary special,Married,House / apartment,-17730,-12755,1,0,1,0,Medicine staff,1
1003522,F,N,N,3,88900.0,Pensioner,Higher education,Civil marriage,House / apartment,-13709,365243,1,0,0,0,Sales staff,5
1003523,M,N,Y,0,134300.0,Working,Secondary / secondary special,Married,Office apartment,-20144,-4470,1,0,1,0,High skill tech staff,2
1003524,M,N,N,0,220000.0,Commercial associate,Higher education,Separated,House / apartment,-13659,-12179,1,0,1,1,Cooking staff,2
1003525,M,Y,Y,1,264500.0,Working,Secondary / secondary special,Married,House / apartment,-17685,-11979,1,1,0,0,Medicine staff,3
1003526,M,N,Y,0,131300.0,State servant,Higher education,Separated,House / apartment,-22158,-13935,1,1,0,0,Cooking staff,2
1003527,F,N,N,1,161500.0,Commercial associate,Academic degree,Married,Rented apartment,-14197,-11452,1,0,0,0,High skill tech staff,3
1003528,F,Y,N,2,84800.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14649,-11453,1,0,0,0,Cooking staff,4
1003529,F,N,Y,0,309200.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-23151,-13385,1,0,0,0,High skill tech staff,1
1003530,F,N,Y,2,122600.0,Working,Secondary / secondary special,Married,House / apartment,-12548,-1524,1,0,1,0,Medicine staff,4
1003531,M,Y,Y,0,138700.0,Working,Incomplete higher,Married,With parents,-9912,-1726,1,0,0,0,Other,2
1003532,F,N,N,0,108700.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13283,-4245,1,0,1,0,Laborers,2
1003533,M,Y,N,0,242700.0,State servant,Higher education,Married,House / apartment,-20644,-14117,1,0,0,0,Core staff,2
1003534,M,N,Y,2,147200.0,Working,Higher education,Single / not married,House / apartment,-15574,-3163,1,0,0,1,Cleaning staff,3
1003535,M,N,Y,0,194900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10396,365243,1,0,0,0,Sales staff,2
1003536,M,N,N,2,159100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12493,-6758,1,1,1,0,Accountants,4
1003537,M,N,Y,0,119300.0,State servant,Secondary / secondary special,Married,Office apartment,-13063,-4809,1,0,0,0,Laborers,1
1003538,M,N,N,0,212100.0,Working,Higher education,Single / not married,House / apartment,-9777,-239,1,1,1,0,Managers,2
1003539,F,Y,Y,0,158400.0,Working,Secondary / secondary special,Married,House / apartment,-19066,-610,1,0,0,1,Sales staff,2
1003540,M,N,Y,2,82400.0,Working,Higher education,Married,House / apartment,-9289,-10031,1,0,0,1,Medicine staff,3
1003541,M,Y,Y,1,81300.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16911,-12523,1,0,0,0,Accountants,3
1003542,F,Y,Y,0,143500.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-20289,-228,1,0,1,0,Laborers,2
1003543,M,Y,Y,2,209800.0,Working,Secondary / secondary special,Married,House / apartment,-16343,-5008,1,0,0,0,Cleaning staff,3
1003544,M,N,N,0,302500.0,Commercial associate,Incomplete higher,Married,With parents,-14785,-8947,1,0,0,0,Security staff,1
1003545,F,Y,N,2,54800.0,Working,Higher education,Single / not married,House / apartment,-20929,-6874,1,1,0,0,Cleaning staff,3
1003546,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,-13609,-8499,1,0,0,0,Managers,4
1003547,M,Y,Y,1,170200.0,Working,Higher education,Separated,House / apartment,-13588,-9500,1,0,0,1,Accountants,3
1003548,F,Y,Y,2,154500.0,Commercial associate,Higher education,Single / not married,With parents,-18061,-11481,1,0,0,0,Other,4
1003549,M,N,Y,0,220700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18852,-1352,1,0,0,0,High skill tech staff,2
1003550,F,N,N,1,184900.0,Commercial associate,Incomplete higher,Married,House / apartment,-14504,-3250,1,0,0,0,Sales staff,3
1003551,F,Y,Y,1,81400.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15877,-14462,1,1,0,0,High skill tech staff,2
1003552,M,N,Y,0,80200.0,Working,Higher education,Married,House / apartment,-22577,-14283,1,1,1,1,Accountants,1
1003553,F,N,Y,1,155800.0,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-11433,365243,1,0,0,0,Cleaning staff,3
1003554,F,N,Y,0,218700.0,Working,Secondary / secondary special,Married,House / apartment,-23192,-921,1,0,0,0,Drivers,2
1003555,M,N,Y,0,143200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9465,-13536,1,0,0,0,Cooking staff,2
1003556,F,N,N,0,60500.0,Working,Secondary / secondary special,Married,With parents,-7497,-735,1,0,1,0,Managers,2
1003557,M,Y,N,0,78900.0,Pensioner,Higher education,Widow,House / apartment,-16997,365243,1,1,0,1,Cleaning staff,2
1003558,F,N,N,0,188300.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-16508,-12316,1,1,0,1,High skill tech staff,2
1003559,M,N,N,2,111900.0,Working,Secondary / secondary special,Married,Municipal apartment,-9815,-14522,1,0,0,0,Cooking staff,4
1003560,F,N,N,0,141300.0,Commercial associate,Incomplete higher,Widow,House / apartment,-23250,-5895,1,0,0,0,Medicine staff,2
1003561,M,N,Y,1,227000.0,Working,Higher education,Married,House / apartment,-14970,-12056,1,0,0,0,Accountants,2
1003562,F,Y,Y,0,73000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23322,-5843,1,0,0,0,Sales staff,2
1003563,M,N,N,0,108300.0,Commercial associate,Higher education,Single / not married,House / apartment,-23022,-10388,1,0,0,0,Core staff,2
1003564,M,N,Y,0,102600.0,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-12581,365243,1,1,0,0,Cooking staff,1
1003565,F,Y,Y,0,159200.0,Working,Higher education,Married,House / apartment,-12318,-3363,1,1,0,1,Other,2
1003566,F,Y,Y,1,196100.0,Working,Secondary / secondary special,Married,With parents,-12908,-10922,1,0,0,0,Drivers,3
1003567,F,N,Y,1,63600.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-21327,-11996,1,0,0,0,Security staff,2
1003568,F,N,Y,0,132900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11592,-12370,1,0,0,0,Cleaning staff,2
1003569,F,N,Y,0,205800.0,Working,Secondary / secondary special,Married,With parents,-18793,-1177,1,0,0,0,Cooking staff,2
1003570,F,N,Y,2,52700.0,Pensioner,Secondary / secondary special,Single / not married,With parents,-23658,365243,1,0,0,0,Drivers,4
1003571,M,N,N,0,129000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-7399,-5080,1,0,0,0,Cooking staff,2
1003572,F,Y,Y,0,72600.0,Working,Academic degree,Married,House / apartment,-22241,-918,1,0,0,0,Cleaning staff,2
1003573,F,Y,N,1,96700.0,Working,Secondary / secondary special,Married,House / apartment,-9631,-3045,1,0,0,0,Laborers,3
1003574,F,Y,Y,0,38100.0,Working,Higher education,Married,House / apartment,-23448,-8667,1,0,1,0,Other,2
1003575,F,Y,Y,3,267400.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-21210,-11944,1,0,0,0,Security staff,5
1003576,M,Y,Y,1,111500.0,Working,Higher education,Single / not married,House / apartment,-14605,-330,1,0,0,0,Other,3
1003577,M,N,Y,0,89000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-22173,-348,1,1,0,0,Core staff,1
1003578,F,N,N,0,157000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20901,-6059,1,0,1,0,Other,2
1003579,F,Y,N,1,79100.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-13189,-467,1,0,0,1,Core staff,3
1003580,F,Y,N,0,75500.0,Working,Incomplete higher,Married,House / apartment,-8290,-1751,1,0,0,0,High skill tech staff,1
1003581,F,Y,N,3,283600.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-20338,365243,1,0,0,0,Cleaning staff,5
1003582,F,N,Y,1,329200.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-9335,365243,1,0,0,0,Sales staff,3
1003583,M,Y,Y,0,99100.0,Working,Secondary / secondary special,Married,House / apartment,-17137,-7436,1,0,0,0,Drivers,1
1003584,F,Y,Y,1,227200.0,State servant,Secondary / secondary special,Widow,House / apartment,-11542,-9913,1,0,0,0,Drivers,3
1003585,M,N,Y,0,159200.0,Working,Higher education,Separated,House / apartment,-19489,-8129,1,0,1,0,Cleaning staff,2
1003586,M,N,Y,0,65700.0,Commercial associate,Higher education,Married,With parents,-17218,-9969,1,0,0,0,Sales staff,2
1003587,F,Y,Y,1,83800.0,Pensioner,Secondary / secondary special,Married,With parents,-11040,365243,1,0,1,0,Other,3
1003588,F,N,Y,1,289400.0,Pensioner,Secondary / secondary special,Married,Co-op apartment,-22603,365243,1,0,0,0,Medicine staff,3
1003589,M,Y,Y,1,65300.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-14565,-9573,1,0,1,0,Sales staff,3
1003590,M,N,Y,0,416900.0,Pensioner,Academic degree,Single / not married,House / apartment,-11227,365243,1,0,0,0,High skill tech staff,1
1003591,F,N,N,1,100100.0,Student,Secondary / secondary special,Married,House / apartment,-14799,-8445,1,0,1,1,Other,2
1003592,M,Y,Y,0,293700.0,Working,Secondary / secondary special,Civil marriage,With parents,-18500,-12448,1,0,0,0,Cooking staff,2
1003593,F,N,N,1,114400.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9531,-7620,1,0,0,1,Drivers,3
1003594,F,Y,N,1,198800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15558,-13133,1,0,1,0,Cleaning staff,3
1003595,F,Y,Y,1,267700.0,Pensioner,Higher education,Married,With parents,-9380,365243,1,0,1,0,Cleaning staff,3
1003596,F,Y,Y,2,267000.0,Commercial associate,Secondary / secondary special,Married,With parents,-12586,-2618,1,1,0,0,Cleaning staff,4
1003597,M,N,Y,2,99500.0,Working,Higher education,Married,House / apartment,-17039,-10595,1,1,1,0,Accountants,3
1003598,F,Y,N,4,86800.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-11991,365243,1,0,0,0,High skill tech staff,6
1003599,M,Y,N,3,127900.0,State servant,Higher education,Married,House / apartment,-14062,-1613,1,0,0,1,Cleaning staff,5
1003600,F,Y,Y,2,69500.0,Working,Secondary / secondary special,Separated,House / apartment,-7901,-11726,1,0,1,0,Security staff,4
1003601,M,Y,Y,3,150200.0,Working,Incomplete higher,Married,House / apartment,-14344,-9370,1,1,0,0,Cleaning staff,4
1003602,F,N,N,2,88400.0,Working,Secondary / secondary special,Married,Municipal apartment,-19693,-2746,1,1,0,1,Core staff,4
1003603,M,Y,Y,1,229000.0,Working,Higher education,Married,House / apartment,-9882,-8887,1,0,0,0,Cleaning staff,3
1003604,M,Y,N,0,100200.0,Commercial associate,Higher education,Single / not married,House / apartment,-18342,-13813,1,0,1,1,Cleaning staff,2
1003605,M,N,Y,0,55800.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-7395,-12615,1,0,0,0,Cooking staff,2
1003606,M,N,Y,2,268500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-22969,-6612,1,0,0,0,High skill tech staff,4
1003607,F,N,N,0,146000.0,Commercial associate,Lower secondary,Single / not married,House / apartment,-15725,-13985,1,0,1,0,Other,2
1003608,M,N,N,2,135200.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-20276,-3376,1,0,0,0,Cooking staff,4
1003609,F,Y,N,0,230300.0,Working,Incomplete higher,Married,With parents,-11977,-1755,1,0,0,1,Cooking staff,2
1003610,F,N,Y,0,206000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20817,-13015,1,1,0,0,Drivers,1
1003611,F,N,Y,1,91000.0,Commercial associate,Secondary / secondary special,Married,With parents,-23464,-8848,1,1,0,0,Security staff,2
1003612,M,Y,N,2,106400.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-8535,365243,1,0,1,0,Core staff,4
1003613,M,N,Y,0,76400.0,Working,Secondary / secondary special,Married,Rented apartment,-22539,-1272,1,1,1,0,Other,1
1003614,F,Y,Y,2,64100.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-15487,365243,1,1,1,0,Medicine staff,4
1003615,M,N,N,2,178000.0,Working,Secondary / secondary special,Married,House / apartment,-22332,-6911,1,0,0,0,Accountants,4
1003616,M,N,Y,0,162100.0,Working,Academic degree,Married,House / apartment,-21107,-4005,1,0,1,1,Laborers,2
1003617,F,N,Y,0,194900.0,Working,Higher education,Married,House / apartment,-20426,-12754,1,1,1,0,Sales staff,2
1003618,F,N,N,0,252900.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15266,-1024,1,0,1,1,Managers,2
1003619,F,N,N,0,196300.0,Working,Secondary / secondary special,Married,House / apartment,-15000,-2585,1,1,0,0,Medicine staff,2
1003620,M,Y,Y,0,205200.0,Working,Higher education,Married,House / apartment,-11365,-7364,1,0,0,0,Core staff,2
1003621,F,N,Y,0,47100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16022,-9923,1,0,1,0,Medicine staff,1
1003622,M,Y,N,0,114300.0,Commercial associate,Higher education,Married,Municipal apartment,-22674,-5996,1,0,1,0,Core staff,1
1003623,M,Y,N,2,215800.0,Working,Secondary / secondary special,Married,House / apartment,-21233,-8819,1,0,1,1,Other,4
1003624,F,N,N,1,74300.0,Working,Higher education,Married,Rented apartment,-17663,-10736,1,1,0,0,Sales staff,3
1003625,M,Y,Y,1,139500.0,Commercial associate,Higher education,Separated,House / apartment,-20916,-14393,1,0,0,0,Medicine staff,3
1003626,M,Y,Y,0,172800.0,Working,Higher education,Single / not married,House / apartment,-10389,-6572,1,0,0,0,Cleaning staff,2
1003627,M,N,Y,2,166300.0,Working,Secondary / secondary special,Married,House / apartment,-13527,-14357,1,1,0,0,Security staff,3
1003628,F,N,N,2,160200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12100,-13743,1,1,0,1,Other,3
1003629,F,Y,N,0,179800.0,Working,Secondary / secondary special,Married,House / apartment,-8217,-268,1,1,0,0,Drivers,2
1003630,F,Y,Y,2,145900.0,Working,Higher education,Married,Municipal apartment,-18751,-12246,1,0,0,0,Managers,4
1003631,F,Y,Y,2,64100.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-22003,-2656,1,0,0,0,Sales staff,4
1003632,M,N,Y,1,171700.0,Working,Higher education,Married,House / apartment,-9367,-1432,1,0,0,0,Sales staff,3
1003633,F,Y,N,1,153600.0,State servant,Secondary / secondary special,Separated,With parents,-21374,-7441,1,0,0,0,Security staff,2
1003634,M,N,N,0,64500.0,Working,Secondary / secondary special,Married,House / apartment,-9704,-8246,1,0,0,0,Managers,2
1003635,M,Y,Y,0,265600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16263,-6042,1,0,1,1,Core staff,1
1003636,F,Y,Y,0,174000.0,Pensioner,Higher education,Widow,House / apartment,-21206,365243,1,0,1,0,Other,1
1003637,F,N,Y,0,66800.0,Working,Higher education,Married,House / apartment,-21693,-6711,1,0,0,0,Managers,1
1003638,M,Y,Y,0,88600.0,Working,Higher education,Married,House / apartment,-22713,-11824,1,0,0,0,Sales staff,2
1003639,M,N,N,2,100500.0,Pensioner,Incomplete higher,Married,Municipal apartment,-16572,365243,1,0,0,1,Drivers,4
1003640,M,Y,N,0,100500.0,Pensioner,Lower secondary,Married,House / apartment,-23263,365243,1,0,0,0,Managers,2
1003641,M,N,Y,3,154300.0,Working,Higher education,Married,House / apartment,-13729,-12777,1,0,0,0,Core staff,5
1003642,F,N,Y,1,81800.0,Working,Secondary / secondary special,Separated,House / apartment,-9856,-10355,1,1,1,0,Cleaning staff,2
1003643,F,Y,N,0,234200.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-8757,365243,1,0,0,1,Cooking staff,2
